# Simulation 5 (Up to date)
# 206 data points written for 54 variables.
#
Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,-0,-0.085,-8.486,0.085,8.519,-0,0,0,180,0.007,0.742,28.61,-80.6,9.792,180,0,0,0,212.042,42.584,0.002,0,NaN,19.106,NaN,0,2291.234,0.262,-0,0.634,-0.634,0.492,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0,0,1000,331.299,0.01,0.004
0.02,-0,-0.06,-6.023,0.06,6.046,-0,0,0,180,0.005,0.527,28.61,-80.6,9.792,180,0,0,0,212.026,42.568,0.002,0,NaN,19.105,NaN,0,1626.151,0.786,-0,0.634,-0.634,0.492,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0,0,1000,331.299,0.01,0.005
0.03,-0,-0.036,-3.559,0.036,3.573,-0,0,0,180,0.003,0.311,28.61,-80.6,9.792,180,0,0,0,212.01,42.552,0.002,0,NaN,19.104,NaN,0,960.967,1.311,-0,0.634,-0.634,0.492,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0,0,1000,331.299,0.01,0.005
0.04,-0,-0.011,-1.095,0.011,1.099,-0,0,0,180,0.001,0.096,28.61,-80.6,9.792,180,0,0,0,211.994,42.536,0.002,0,NaN,19.103,NaN,0,295.682,1.835,-0,0.634,-0.634,0.492,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0,0,1000,331.299,0.01,0.007
0.05,0,0.014,1.382,0.014,1.387,0,0,0,0,0.001,0.121,28.61,-80.6,9.792,0,0,0,0,211.972,42.514,0.002,0,NaN,19.102,NaN,0,372.817,2.362,0,0.634,0.634,0.492,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0,-0,1000,331.299,0.01,0.008
0.06,0,0.066,5.223,0.066,5.243,0,0,0,0,0.006,0.457,28.61,-80.6,9.792,0,0,0,0,211.897,42.439,0.002,0,NaN,19.098,NaN,0,1782.232,3.178,0,0.634,0.634,0.492,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0,-0,1000,331.299,0.01,0.009
0.07,0.002,0.166,10.001,0.167,10.039,0,0,0,0,0.015,0.875,28.61,-80.6,9.792,0,0,0,0,211.822,42.364,0.002,0,NaN,19.094,NaN,0.001,4481.54,4.193,0,0.634,0.634,0.492,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0,-0,1000,331.299,0.01,0.01
0.08,0.004,0.314,14.783,0.315,14.839,0,0,0,0,0.027,1.293,28.61,-80.6,9.792,0,0,0,0,211.747,42.289,0.002,0,NaN,19.09,NaN,0.001,8471.631,5.208,0,0.634,0.634,0.492,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0,-0,1000,331.299,0.01,0.011
0.09,0.008,0.509,19.567,0.511,19.642,0.001,0,0.001,0,0.045,1.712,28.61,-80.6,9.792,0,0,0,0,211.673,42.214,0.002,0,NaN,19.086,NaN,0.002,13753.351,6.223,0,0.582,0.582,0.44,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0,-0,999.999,331.299,0.01,0.012
0.1,0.014,0.753,24.355,0.756,24.448,0.001,0,0.001,0,0.066,2.131,28.61,-80.6,9.792,0,0,0,0,211.598,42.14,0.002,0,NaN,19.082,NaN,0.002,20327.532,7.238,0,0.528,0.528,0.386,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0,-0,999.998,331.299,0.01,0.013
# Event LIFTOFF occurred at t=0.11 seconds
0.11,0.023,1.044,29.146,1.048,29.257,0.002,0,0.002,0,0.091,2.55,28.61,-80.6,9.792,0,0,0,0,211.523,42.065,0.002,0,NaN,19.078,NaN,0.003,28194.96,8.253,0.001,0.49,0.49,0.348,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0,-0,999.997,331.299,0.01,0.014
0.12,0.036,1.384,34.002,1.389,34.132,0.003,0,0.003,0,0.121,2.975,28.61,-80.6,9.792,0,0,0,0,211.411,41.953,0.002,0,NaN,19.072,NaN,0.004,37371.407,9.279,0.001,0.462,0.462,0.32,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0,-0,999.996,331.299,0.01,0.015
0.13,0.051,1.778,39.391,1.785,39.542,0.004,0,0.004,0,0.156,3.446,28.61,-80.6,9.792,0,0,0,0,211.244,41.786,0.002,0,NaN,19.063,NaN,0.005,48002.185,10.415,0.002,0.439,0.439,0.298,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0,-0,999.994,331.299,0.01,0.016
0.14,0.071,2.227,44.913,2.235,45.085,0.006,0,0.006,0,0.195,3.929,28.61,-80.6,9.792,0,0,0,0,211.078,41.619,0.002,0,NaN,19.054,NaN,0.007,60122.991,11.578,0.003,0.421,0.421,0.28,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0,-0,999.991,331.299,0.01,0.018
0.15,0.096,2.731,50.442,2.741,50.635,0.008,0,0.008,0,0.239,4.413,28.61,-80.6,9.792,0,0,0,0,210.911,41.452,0.002,0,NaN,19.045,NaN,0.008,73736.149,12.741,0.004,0.406,0.406,0.265,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0,-0,999.988,331.299,0.01,0.019
0.16,0.126,3.291,55.978,3.303,56.192,0.011,0,0.011,0,0.288,4.897,28.61,-80.6,9.792,0,0,0,0,210.744,41.286,0.002,0,NaN,19.036,NaN,0.01,88843.565,13.903,0.005,0.394,0.394,0.252,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0,-0.001,999.985,331.299,0.01,0.02
0.17,0.162,3.906,61.521,3.921,61.756,0.014,0,0.014,0,0.342,5.382,28.61,-80.6,9.792,0,0,0,0,210.577,41.119,0.002,0,NaN,19.027,NaN,0.012,105447.056,15.066,0.007,0.383,0.383,0.241,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0,-0.001,999.98,331.298,0.01,0.021
0.18,0.205,4.576,67.071,4.594,67.327,0.018,0,0.018,0,0.4,5.868,28.61,-80.6,9.792,0,0,0,0,210.41,40.952,0.002,0,NaN,19.018,NaN,0.014,123548.349,16.229,0.01,0.373,0.373,0.231,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0,-0.001,999.975,331.298,0.01,0.022
0.19,0.254,5.303,72.78,5.324,73.058,0.022,0,0.022,0,0.464,6.367,28.61,-80.6,9.792,0,0,0,0,210.187,40.729,0.002,0,NaN,19.005,NaN,0.016,143185.703,17.419,0.013,0.365,0.365,0.223,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0,-0.001,999.969,331.298,0.01,0.023
0.2,0.311,6.094,79.058,6.117,79.36,0.027,0,0.027,0,0.533,6.917,28.61,-80.6,9.792,0,0,0,0,209.927,40.469,0.002,0,NaN,18.991,NaN,0.018,164517.739,18.724,0.017,0.358,0.358,0.216,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0,-0.002,999.962,331.298,0.01,0.024
0.21,0.376,6.947,85.406,6.974,85.732,0.033,0,0.033,0,0.608,7.472,28.61,-80.6,9.792,0,0,0,0,209.667,40.208,0.002,0,NaN,18.977,NaN,0.021,187562.171,20.042,0.021,0.351,0.351,0.209,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0,-0.002,999.954,331.298,0.01,0.025
0.22,0.45,7.864,91.766,7.894,92.116,0.039,0,0.039,0,0.688,8.028,28.61,-80.6,9.792,0,0,0,0,209.406,39.948,0.002,0,NaN,18.963,NaN,0.024,212322.701,21.359,0.027,0.345,0.345,0.203,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0,-0.002,999.945,331.297,0.01,0.026
0.23,0.534,8.845,98.136,8.879,98.511,0.047,0,0.047,0,0.774,8.586,28.61,-80.6,9.792,0,0,0,0,209.146,39.688,0.002,0,NaN,18.948,NaN,0.027,238802.222,22.677,0.034,0.339,0.339,0.198,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0,-0.003,999.935,331.297,0.01,0.027
0.24,0.628,9.89,104.508,9.927,104.907,0.055,0,0.055,0,0.865,9.143,28.61,-80.6,9.792,0,0,0,0,208.862,39.404,0.002,0,NaN,18.933,NaN,0.03,266997.587,23.99,0.041,0.334,0.334,0.193,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0,-0.003,999.924,331.297,0.01,0.028
0.25,0.732,10.995,110.578,11.037,111.001,0.064,0,0.064,0,0.962,9.674,28.61,-80.6,9.792,0,0,0,0,208.524,39.066,0.002,0,NaN,18.914,NaN,0.033,296828.753,25.231,0.05,0.33,0.33,0.188,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0,-0.004,999.911,331.297,0.01,0.028
0.259,0.836,12.048,116.253,12.094,116.697,0.073,0,0.073,0,1.054,10.171,28.61,-80.6,9.792,0,0,0,0,208.218,38.76,0.002,0,NaN,18.897,NaN,0.037,325246.652,26.39,0.06,0.328,0.328,0.186,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5,19.635,85,0,0,-0.004,999.898,331.296,0.009,0.029
0.267,0.94,13.052,121.42,13.101,121.884,0.082,0,0.082,0,1.142,10.623,28.61,-80.6,9.792,0,0,0,0,207.938,38.48,0.002,0,NaN,18.882,NaN,0.04,352345.48,27.443,0.071,0.328,0.328,0.186,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5,19.635,85,0,0,-0.005,999.885,331.296,0.008,0.03
# Event LAUNCHROD occurred at t=0.275 seconds
0.275,1.043,14.014,126.169,14.068,126.651,0.091,0,0.091,0,1.226,11.038,28.61,-80.6,9.792,0,0,0,0,207.68,38.222,0.002,0,NaN,18.867,NaN,0.042,378337.301,28.41,0.081,0.328,0.328,0.186,0.022,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5,19.635,85,0,0,-0.005,999.873,331.296,0.008,0.031
0.286,1.212,15.509,130.605,15.569,131.18,0.106,0,0.106,0,1.367,12.275,28.61,-80.6,9.792,0.036,0,0.007,0,207.285,37.827,0.002,0,24.177,18.845,1.066,0.047,418700.791,29.313,0.1,0.328,0.328,0.186,0.022,0.12,0.004,0.005,0,0,0,0,0,0,0.002,5,19.635,85,0,0,-0.006,999.852,331.295,0.011,0.031
0.304,1.497,17.589,120.696,17.658,121.233,0.131,0,0.131,0,1.563,11.398,28.61,-80.6,9.792,0.078,0,0.062,0.003,206.704,37.246,0.002,0,24.172,18.812,1.072,0.053,474637.988,27.203,0.128,0.328,0.328,0.186,0.022,0.12,0.009,0.01,0,0,0,0,0,0,0.002,5,19.635,84.999,-0,0,-0.008,999.818,331.294,0.017,0.033
0.329,1.98,19.896,88.421,19.976,88.835,0.174,0,0.174,0,1.786,8.561,28.61,-80.6,9.792,0.126,0,0.254,-0.004,206.046,36.588,0.002,0,24.167,18.775,1.078,0.06,536374.58,20.477,0.164,0.329,0.329,0.186,0.022,0.12,0.015,0.017,0,0,0,0,0,0,0.003,5,19.635,84.996,0,0,-0.01,999.759,331.293,0.026,0.034
0.368,2.794,22.218,59.658,22.309,59.963,0.248,0,0.248,0,2.021,6.039,28.61,-80.6,9.792,0.174,0,0.783,0.009,205.342,35.884,0.002,0,24.163,18.735,1.085,0.067,599437.681,14.519,0.205,0.329,0.329,0.186,0.022,0.121,0.021,0.023,0,0,0,0,0,0,0.003,5,19.635,84.977,0,0,-0.014,999.66,331.29,0.039,0.04
0.418,3.965,24.604,47.591,24.709,47.856,0.355,0,0.355,0,2.271,5.024,28.61,-80.6,9.792,0.185,-0,1.824,-0.011,204.587,35.129,0.002,0,24.162,18.692,1.094,0.075,664187.766,12.036,0.251,0.329,0.329,0.186,0.022,0.121,0.022,0.025,-0,0,0,0,0,0,0.003,5,19.635,84.912,-0.001,0,-0.02,999.517,331.287,0.05,0.041
0.468,5.247,26.701,41.907,26.818,42.162,0.475,0,0.475,0,2.5,4.634,28.61,-80.6,9.792,0.14,-0,2.927,-0.008,203.906,34.448,0.002,0,24.168,18.653,1.103,0.081,720988.395,10.88,0.296,0.329,0.329,0.186,0.022,0.121,0.017,0.018,0,0,0,0,0,0,0.003,5,19.635,84.792,-0,0,-0.027,999.361,331.283,0.05,0.042
0.518,6.631,28.666,39.239,28.795,39.505,0.605,0,0.605,0,2.724,4.577,28.61,-80.6,9.792,0.053,-0,3.734,-0.029,203.258,33.8,0.002,0,24.179,18.615,1.113,0.087,774027.338,10.351,0.342,0.329,0.329,0.186,0.022,0.121,0.006,0.008,0,0,0,0,0,0,0.004,5,19.635,84.622,0.002,0,-0.034,999.192,331.278,0.05,0.043
0.568,8.111,30.522,37.076,30.664,37.359,0.747,0,0.747,0,2.949,4.594,28.61,-80.6,9.792,0.046,0,-3.69,-0.078,202.631,33.173,0.002,0,24.181,18.578,1.121,0.093,824172.283,9.93,0.388,0.33,0.33,0.186,0.022,0.121,0.006,0.007,0,0,0,0,0,-0,0.004,5,19.635,84.432,0.008,0,-0.042,999.012,331.274,0.05,0.044
0.618,9.682,32.321,35.928,32.477,36.231,0.9,0,0.9,0.001,3.178,4.67,28.61,-80.6,9.792,0.111,-0,-2.789,-0.009,202.03,32.572,0.002,0,24.174,18.543,1.126,0.098,872781.734,9.72,0.435,0.33,0.33,0.186,0.023,0.121,0.013,0.015,0,0,0,0,0,-0,0.004,5,19.635,84.267,0.011,0,-0.05,998.821,331.269,0.05,0.045
0.668,11.342,34.074,34.995,34.244,35.306,1.065,0,1.065,0.001,3.411,4.672,28.61,-80.6,9.792,0.115,-0,-1.363,0.008,201.429,31.971,0.002,0,24.175,18.508,1.133,0.103,920133.26,9.555,0.484,0.33,0.33,0.186,0.023,0.121,0.014,0.016,0,0,0,0,0,-0,0.004,5,19.635,84.165,0.002,0,-0.058,998.619,331.264,0.05,0.046
0.718,13.089,35.78,34.062,35.965,34.366,1.241,0,1.241,0.001,3.64,4.557,28.61,-80.6,9.792,0.057,0,-0.179,-0.049,200.828,31.37,0.002,0,24.183,18.472,1.142,0.109,966209.441,9.389,0.534,0.33,0.33,0.186,0.023,0.122,0.007,0.008,0,0,0,0,0,-0,0.005,5,19.635,84.133,-0.016,0,-0.067,998.406,331.258,0.05,0.047
0.768,14.919,37.452,33.374,37.65,33.663,1.429,0,1.429,0.001,3.862,4.401,28.61,-80.6,9.792,0.025,-0,-0.054,-0.03,200.251,30.793,0.002,0,24.187,18.437,1.15,0.114,1011335.576,9.275,0.586,0.33,0.33,0.186,0.023,0.122,0.003,0.003,-0,0,0,0,0,-0,0.005,5,19.635,84.141,-0.034,0,-0.077,998.183,331.252,0.05,0.048
0.818,16.833,39.102,32.928,39.314,33.208,1.627,0,1.627,0.001,4.078,4.307,28.61,-80.6,9.792,0.074,0,0.884,-0.031,199.675,30.216,0.002,0,24.183,18.403,1.156,0.119,1055838.091,9.212,0.639,0.331,0.331,0.186,0.023,0.122,0.009,0.01,0,0,0,0,0,0,0.005,5,19.635,84.127,-0.021,0,-0.086,997.95,331.247,0.05,0.049
0.868,18.829,40.729,32.459,40.954,32.746,1.836,-0,1.836,-0,4.292,4.325,28.61,-80.6,9.792,0.061,0,2.138,-0.153,199.098,29.64,0.002,0,24.185,18.368,1.163,0.124,1099701.802,9.15,0.694,0.331,0.331,0.186,0.023,0.122,0.007,0.009,-0,0,0,0,0,0,0.005,5,19.635,84.049,0.015,0,-0.097,997.707,331.24,0.05,0.05
0.918,20.906,42.332,31.979,42.572,32.287,2.056,-0,2.056,-0,4.51,4.447,28.61,-80.6,9.792,0.003,0,-0.372,-2.737,198.531,29.073,0.002,0,24.193,18.333,1.172,0.129,1142927.709,9.09,0.75,0.331,0.331,0.186,0.023,0.122,0,0.001,0,0,0,0,0,-0,0.005,5,19.635,83.916,0.03,0,-0.107,997.454,331.234,0.05,0.051
0.968,23.062,43.913,31.516,44.167,31.844,2.288,-0,2.288,-0,4.736,4.562,28.61,-80.6,9.792,0.05,-0,-2.194,-0.121,197.967,28.509,0.002,0,24.189,18.299,1.178,0.133,1185534.962,9.035,0.808,0.331,0.331,0.186,0.023,0.122,0.006,0.007,0,0,0,0,0,-0,0.006,5,19.635,83.786,0.008,0,-0.118,997.191,331.227,0.05,0.052
1.018,25.296,45.47,31.056,45.74,31.389,2.53,0,2.53,0,4.965,4.565,28.61,-80.6,9.792,0.048,-0,-0.861,0.017,197.403,27.945,0.002,0,24.19,18.264,1.185,0.138,1227512.031,8.981,0.867,0.332,0.332,0.186,0.023,0.122,0.006,0.007,-0,0,0,0,0,-0,0.006,5,19.635,83.714,-0.016,0,-0.13,996.919,331.22,0.05,0.053
1.068,27.608,47.005,30.6,47.29,30.922,2.784,0,2.784,0,5.19,4.448,28.61,-80.6,9.792,0.002,-0,0.214,-0.069,196.839,27.381,0.002,0,24.197,18.229,1.193,0.143,1268846.499,8.926,0.927,0.332,0.332,0.186,0.024,0.123,0,-0,-0,0,0,0,0,0,0.006,5,19.635,83.701,-0.008,0,-0.142,996.637,331.213,0.05,0.054
1.118,29.996,48.516,30.136,48.817,30.448,3.049,0,3.049,0,5.408,4.345,28.61,-80.6,9.792,0.039,-0,0.862,-0.023,196.288,26.83,0.002,0,24.193,18.195,1.2,0.147,1309529.345,8.872,0.988,0.332,0.332,0.186,0.024,0.123,0.005,0.006,0,0,0,0,0,0,0.006,5,19.635,83.686,0.017,0,-0.154,996.347,331.206,0.05,0.055
1.168,32.459,50.005,29.654,50.32,29.973,3.325,0,3.325,0,5.624,4.363,28.61,-80.6,9.792,0.025,-0,1.829,-0.244,195.737,26.279,0.002,0,24.196,18.16,1.207,0.152,1349552.105,8.819,1.051,0.333,0.333,0.186,0.024,0.123,0.003,0.003,-0,0,0,0,0,0,0.006,5,19.635,83.614,0.039,0,-0.167,996.047,331.198,0.05,0.056
1.218,34.996,51.468,29.157,51.799,29.494,3.611,0,3.611,0.001,5.843,4.45,28.61,-80.6,9.792,0.013,-0,-1.935,-0.488,195.185,25.727,0.002,0,24.199,18.126,1.215,0.156,1388904.349,8.766,1.114,0.333,0.333,0.186,0.024,0.123,0.002,0.002,0,0,0,0,0,-0,0.007,5,19.635,83.506,0.028,0,-0.18,995.738,331.19,0.05,0.057
1.268,37.606,52.906,28.651,53.253,28.999,3.909,0,3.909,0.002,6.067,4.473,28.61,-80.6,9.792,0.025,-0,-1.209,0.004,194.638,25.18,0.002,0,24.199,18.091,1.222,0.161,1427567.139,8.712,1.178,0.333,0.333,0.186,0.024,0.123,0.003,0.004,0,0,0,0,0,-0,0.007,5,19.635,83.422,-0.003,0,-0.193,995.42,331.182,0.05,0.058
1.318,40.286,54.31,27.961,54.673,28.301,4.218,0,4.218,0.002,6.288,4.371,28.61,-80.6,9.792,0.003,0,-0.454,-0.102,194.105,24.647,0.002,0,24.203,18.057,1.229,0.165,1465273.771,8.62,1.243,0.333,0.333,0.186,0.024,0.124,0,0.001,0,0,0,0,0,-0,0.007,5,19.635,83.391,-0.001,0,-0.207,995.093,331.174,0.05,0.059
1.368,43.036,55.675,27.183,56.053,27.513,4.538,0,4.538,0.002,6.501,4.245,28.61,-80.6,9.792,0.021,-0,0.996,-0.047,193.573,24.114,0.002,0,24.202,18.023,1.236,0.169,1501901.333,8.512,1.307,0.334,0.334,0.186,0.024,0.124,0.003,0.003,0,0,0,0,0,0,0.007,5,19.635,83.366,0.02,0,-0.221,994.758,331.165,0.05,0.06
1.418,45.853,57,26.39,57.394,26.726,4.868,0,4.868,0.003,6.71,4.221,28.61,-80.6,9.792,0.01,-0,1.649,0.316,193.04,23.582,0.002,0,24.204,17.989,1.243,0.173,1537445.277,8.403,1.371,0.334,0.334,0.186,0.024,0.124,0.001,0.002,0,0,0,0,0,0,0.007,5,19.635,83.298,0.019,0,-0.236,994.415,331.156,0.05,0.061
1.468,48.735,58.291,25.697,58.701,26.045,5.209,0,5.209,0.004,6.921,4.24,28.61,-80.6,9.792,0.01,-0,-1.276,-0.2,192.515,23.057,0.002,0,24.205,17.955,1.25,0.177,1572047.599,8.316,1.435,0.334,0.334,0.186,0.025,0.124,0.001,0.001,0,0,0,0,0,-0,0.008,5,19.635,83.212,0.012,0,-0.25,994.064,331.147,0.05,0.061
1.518,51.682,59.567,25.396,59.992,25.744,5.56,0,5.56,0.004,7.134,4.22,28.61,-80.6,9.792,0.004,0,-0.719,-0.381,191.995,22.537,0.002,0,24.207,17.921,1.257,0.181,1606223.395,8.304,1.499,0.335,0.335,0.186,0.025,0.124,0.001,0.001,0,0,0,0,0,-0,0.008,5,19.635,83.158,0.015,0,-0.265,993.705,331.138,0.05,0.062
1.568,54.692,60.829,25.127,61.271,25.47,5.922,0,5.922,0.005,7.345,4.168,28.61,-80.6,9.792,0.012,-0,0.889,0.309,191.475,22.017,0.002,0,24.208,17.887,1.264,0.185,1640012.095,8.299,1.565,0.335,0.335,0.186,0.025,0.124,0.001,0.002,0,0,0,0,0,0,0.008,5,19.635,83.126,0.004,0,-0.281,993.339,331.129,0.05,0.063
1.618,57.756,61.744,18.201,62.2,18.511,6.294,0.001,6.294,0.005,7.512,3.372,28.61,-80.6,9.792,0.008,-0,1.202,0.275,191.051,21.593,0.002,0,24.209,17.859,1.27,0.188,1664418.687,7,1.613,0.335,0.335,0.186,0.025,0.125,0.001,0.001,-0,0,0,0,0,0,0.008,5,19.635,83.074,0.007,0,-0.297,992.966,331.119,0.05,0.064
# Event BURNOUT occurred at t=1.65 seconds
1.65,59.728,61.487,-8.007,61.945,8.01,6.534,0.001,6.534,0.005,7.518,0.214,28.61,-80.6,9.792,0.001,0,-1.351,-0.561,190.958,21.5,0.002,0,24.21,17.853,1.271,0.187,1657306.452,1.943,1.599,0.335,0.335,0.186,0.025,0.125,0,-0,-0,0,0,0,0,-0,0.008,5,19.635,83.029,0.008,0,-0.307,992.725,331.113,0.032,0.065
1.698,62.66,60.623,-17.871,61.082,17.898,6.894,0.001,6.894,0.005,7.471,0.983,28.61,-80.6,9.792,0.007,0,-1.092,0.089,190.958,21.5,0.002,0,24.208,17.853,1.271,0.184,1633783.769,0,1.554,0.335,0.335,0.186,0.025,0.124,0.001,0.001,0,0,0,0,0,-0,0.008,5,19.635,82.962,-0,0,-0.322,992.368,331.104,0.048,0.066
1.748,65.669,59.735,-17.628,60.195,17.655,7.266,0.001,7.266,0.006,7.422,0.98,28.61,-80.6,9.792,0.002,-0,-0.08,0.844,190.958,21.5,0.002,0,24.208,17.853,1.271,0.182,1609633.436,0,1.508,0.335,0.335,0.186,0.025,0.124,0,0,-0,0,0,0,0,-0,0.008,5,19.635,82.914,0.005,0,-0.337,992.002,331.094,0.05,0.067
1.798,68.634,58.86,-17.392,59.32,17.419,7.636,0.001,7.636,0.006,7.373,0.979,28.61,-80.6,9.792,0.007,0,0.892,0.006,190.958,21.5,0.002,0,24.206,17.853,1.271,0.179,1585821.966,0,1.463,0.334,0.334,0.186,0.025,0.124,0.001,0.001,0,0,0,0,0,0,0.008,5,19.635,82.871,0.02,0,-0.353,991.641,331.085,0.05,0.068
1.848,71.555,57.996,-17.166,58.457,17.192,8.004,0.001,8.004,0.006,7.324,0.946,28.61,-80.6,9.792,0.004,0,1.028,-0.798,190.958,21.5,0.002,0,24.206,17.853,1.271,0.177,1562339.42,0,1.419,0.334,0.334,0.186,0.025,0.124,0,0,0,0,0,0,0,0,0.008,5,19.635,82.81,0.022,0,-0.368,991.285,331.076,0.05,0.069
1.898,74.434,57.143,-16.948,57.605,16.972,8.369,0.001,8.369,0.006,7.278,0.908,28.61,-80.6,9.792,0.004,-0,-1.296,-0.042,190.958,21.5,0.002,0,24.205,17.853,1.27,0.174,1539176.292,0,1.377,0.334,0.334,0.186,0.024,0.124,0,0,-0,0,0,0,0,-0,0.007,5,19.635,82.737,0.014,0,-0.382,990.934,331.067,0.05,0.07
1.948,77.27,56.301,-16.733,56.764,16.757,8.732,0.001,8.732,0.007,7.233,0.893,28.61,-80.6,9.792,0.003,-0,-1.049,0.304,190.958,21.5,0.002,0,24.204,17.853,1.27,0.171,1516323.452,0,1.336,0.334,0.334,0.186,0.024,0.124,0,-0,-0,0,0,0,0,-0,0.007,5,19.635,82.674,0.006,0,-0.397,990.589,331.058,0.05,0.071
1.998,80.064,55.47,-16.524,55.934,16.547,9.092,0.001,9.092,0.007,7.189,0.885,28.61,-80.6,9.792,0.004,-0,0.838,1.011,190.958,21.5,0.002,0,24.204,17.853,1.27,0.169,1493772.096,0,1.296,0.334,0.334,0.186,0.024,0.124,0,0.001,0,0,0,0,0,0,0.007,5,19.635,82.619,0.008,0,-0.411,990.248,331.05,0.05,0.072
2.048,82.817,54.649,-16.322,55.114,16.345,9.45,0.001,9.45,0.007,7.145,0.865,28.61,-80.6,9.792,0.003,-0,1.169,0.755,190.958,21.5,0.002,0,24.203,17.853,1.27,0.166,1471513.693,0,1.257,0.333,0.333,0.186,0.024,0.124,0,0,-0,0,0,0,0,0,0.007,5,19.635,82.556,0.023,0,-0.425,989.913,331.041,0.05,0.072
2.098,85.529,53.838,-16.126,54.304,16.148,9.807,0.001,9.807,0.007,7.102,0.841,28.61,-80.6,9.792,0.001,-0,-0.716,-1.281,190.958,21.5,0.002,0,24.202,17.853,1.27,0.164,1449540.03,0,1.22,0.333,0.333,0.186,0.024,0.123,0,0,-0,0,0,0,0,-0,0.007,5,19.635,82.485,0.02,0,-0.439,989.583,331.033,0.05,0.073
