# Simulation 1 (Up to date)
# 263 data points written for 54 variables.
#
Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,-0,-0.085,-8.497,0.085,8.529,-0,0,0,180,0.007,0.743,28.61,-80.6,9.792,90.271,0,0,0,213.857,42.584,0.002,0,NaN,19.118,NaN,0.003,25710.269,0.262,0,0.659,-0,0.358,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.929,-3,1013.25,329.481,0.01,0.002
0.02,-0,-0.061,-6.054,0.061,6.077,-0,0,0,180,0.005,0.53,28.61,-80.6,9.792,88.767,0,0,0,213.841,42.568,0.002,0,NaN,19.117,NaN,0.003,25616.657,0.786,0,0.659,0,0.359,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.925,-3,1013.25,329.481,0.01,0.002
0.03,-0,-0.036,-3.611,0.036,3.625,-0,0,0,180,0.003,0.316,28.61,-80.6,9.792,87.252,0,0,0,213.825,42.552,0.002,0,NaN,19.116,NaN,0.003,25540.822,1.311,0,0.66,0,0.359,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.921,-3,1013.25,329.481,0.01,0.003
0.04,-0,-0.012,-1.168,0.012,1.172,-0,0,0,180,0.001,0.102,28.61,-80.6,9.792,85.73,0,0,0,213.809,42.536,0.002,0,NaN,19.115,NaN,0.003,25482.929,1.835,0,0.66,0.001,0.359,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.918,-3,1013.25,329.481,0.01,0.003
0.05,0,0.013,1.287,0.013,1.292,0,0,0,0,0.001,0.113,28.61,-80.6,9.792,84.195,0,0,0,213.787,42.514,0.002,0,NaN,19.114,NaN,0.003,25443.432,2.362,0,0.66,0.002,0.36,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.914,-3,1013.25,329.481,0.01,0.004
0.06,0,0.064,5.096,0.064,5.115,0,0,0,0,0.006,0.446,28.61,-80.6,9.792,81.023,0,0,0,213.712,42.439,0.002,0,NaN,19.11,NaN,0.003,25568.429,3.178,0,0.66,0.006,0.359,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.912,-3,1013.25,329.481,0.01,0.004
0.07,0.002,0.162,9.834,0.163,9.871,0,0,0,0,0.014,0.86,28.61,-80.6,9.792,75.052,0,0,0,213.637,42.364,0.002,0,NaN,19.106,NaN,0.003,26080.139,4.193,0,0.657,0.025,0.357,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.91,-3,1013.25,329.481,0.01,0.005
0.08,0.004,0.308,14.574,0.309,14.63,0,0,0,0,0.027,1.275,28.61,-80.6,9.792,66.776,0,0,0,213.563,42.289,0.002,0,NaN,19.102,NaN,0.003,27356.623,5.208,0,0.652,0.083,0.352,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.908,-3,1013.25,329.481,0.01,0.005
0.09,0.008,0.501,19.318,0.503,19.392,0.001,0,0.001,0,0.044,1.69,28.61,-80.6,9.792,57.189,0,0,0,213.488,42.214,0.002,0,NaN,19.098,NaN,0.003,29843.32,6.223,0,0.643,0.201,0.342,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.906,-3,1013.249,329.481,0.01,0.005
0.1,0.014,0.742,24.064,0.744,24.156,0.001,0,0.001,0,0.065,2.105,28.61,-80.6,9.792,47.564,0,0,0,213.413,42.14,0.002,0,NaN,19.094,NaN,0.004,33906.785,7.238,0.001,0.63,0.363,0.329,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.904,-3,1013.248,329.481,0.01,0.006
# Event LIFTOFF occurred at t=0.11 seconds
0.11,0.023,1.03,28.812,1.034,28.922,0.002,0,0.002,0,0.09,2.521,28.61,-80.6,9.792,39.222,0,0,0,213.338,42.065,0.002,0,NaN,19.09,NaN,0.004,39933.262,8.253,0.001,0.614,0.514,0.314,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.912,-3,1013.247,329.481,0.01,0.006
0.12,0.035,1.366,33.624,1.371,33.753,0.003,0,0.003,0,0.119,2.942,28.61,-80.6,9.792,32.279,0,0,0,213.227,41.953,0.002,0,NaN,19.084,NaN,0.005,47706.911,9.279,0.002,0.599,0.626,0.298,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.92,-3,1013.246,329.481,0.01,0.007
0.13,0.051,1.755,38.963,1.762,39.112,0.004,0,0.004,0,0.154,3.409,28.61,-80.6,9.792,26.649,0,0,0,213.06,41.786,0.002,0,NaN,19.075,NaN,0.006,57308.92,10.415,0.004,0.584,0.693,0.283,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.928,-3,1013.244,329.481,0.01,0.007
0.14,0.07,2.199,44.433,2.208,44.603,0.006,0,0.006,0,0.192,3.887,28.61,-80.6,9.792,22.171,0,0,0,212.893,41.619,0.002,0,NaN,19.066,NaN,0.008,68714.235,11.578,0.006,0.57,0.721,0.27,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.936,-3,1013.241,329.481,0.01,0.007
0.15,0.095,2.698,49.909,2.709,50.1,0.008,0,0.008,0,0.236,4.366,28.61,-80.6,9.792,18.634,0,0,0,212.726,41.452,0.002,0,NaN,19.057,NaN,0.009,81865.01,12.741,0.008,0.558,0.723,0.257,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.945,-3,1013.238,329.481,0.01,0.008
0.16,0.125,3.252,55.391,3.264,55.603,0.011,0,0.011,0,0.285,4.846,28.61,-80.6,9.792,15.616,0,0,0,212.559,41.286,0.002,0,NaN,19.048,NaN,0.011,96573.661,13.903,0.011,0.548,0.709,0.248,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.939,-3.001,1013.234,329.481,0.01,0.008
0.17,0.16,3.861,60.878,3.875,61.111,0.014,0,0.014,0,0.338,5.326,28.61,-80.6,9.792,13.22,0,0,0,212.392,41.119,0.002,0,NaN,19.039,NaN,0.012,112968.801,15.066,0.015,0.548,0.692,0.248,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,85,0,0.933,-3.001,1013.23,329.48,0.01,0.009
0.18,0.202,4.524,66.37,4.541,66.624,0.018,0,0.018,0,0.396,5.807,28.61,-80.6,9.792,11.301,0,0,0,212.225,40.952,0.002,0,NaN,19.03,NaN,0.014,131013.346,16.229,0.019,0.548,0.67,0.248,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0.927,-3.001,1013.225,329.48,0.01,0.009
0.19,0.251,5.244,72.019,5.264,72.295,0.022,0,0.022,0,0.459,6.301,28.61,-80.6,9.792,9.746,0,0,0,212.002,40.729,0.002,0,NaN,19.018,NaN,0.016,150717.208,17.419,0.024,0.548,0.648,0.248,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0.921,-3.001,1013.219,329.48,0.01,0.01
0.2,0.307,6.026,78.229,6.049,78.528,0.027,0,0.027,0,0.527,6.844,28.61,-80.6,9.792,8.465,0,0,0,211.742,40.469,0.002,0,NaN,19.004,NaN,0.019,172220.086,18.724,0.031,0.548,0.63,0.248,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0.916,-3.001,1013.212,329.48,0.01,0.01
0.21,0.372,6.871,84.506,6.897,84.829,0.033,0,0.033,0,0.601,7.393,28.61,-80.6,9.792,7.402,0,0,0,211.482,40.208,0.002,0,NaN,18.99,NaN,0.021,195525.439,20.042,0.039,0.548,0.615,0.248,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0.91,-3.002,1013.204,329.48,0.01,0.011
0.22,0.445,7.778,90.791,7.808,91.138,0.039,0,0.039,0,0.68,7.943,28.61,-80.6,9.792,6.514,0,0,0,211.222,39.948,0.002,0,NaN,18.976,NaN,0.024,220625.276,21.359,0.049,0.548,0.602,0.248,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0.904,-3.002,1013.194,329.48,0.01,0.011
0.23,0.528,8.748,97.082,8.782,97.453,0.046,0,0.046,0,0.765,8.494,28.61,-80.6,9.792,5.767,0,0,0,210.961,39.688,0.002,0,NaN,18.962,NaN,0.027,247513.176,22.677,0.06,0.548,0.592,0.248,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0.898,-3.003,1013.184,329.479,0.01,0.011
0.24,0.62,9.782,103.369,9.819,103.764,0.054,0,0.054,0,0.856,9.044,28.61,-80.6,9.792,5.133,0,0,0,210.678,39.404,0.002,0,NaN,18.946,NaN,0.03,276178.215,23.99,0.074,0.548,0.584,0.248,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0.892,-3.003,1013.173,329.479,0.01,0.012
0.25,0.724,10.875,109.351,10.916,109.769,0.063,0,0.063,0,0.951,9.567,28.61,-80.6,9.792,4.593,0,0,0,210.339,39.066,0.002,0,NaN,18.928,NaN,0.033,306532.042,25.231,0.09,0.548,0.578,0.248,0.18,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5,19.635,85,0,0.887,-3.004,1013.16,329.479,0.01,0.012
0.259,0.828,11.928,114.971,11.973,115.41,0.072,0,0.072,0,1.044,10.059,28.61,-80.6,9.792,4.158,0,0,0,210.03,38.756,0.002,0,NaN,18.911,NaN,0.037,335781.628,26.396,0.107,0.548,0.573,0.248,0.181,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5,19.635,85,0,0.879,-3.004,1013.147,329.478,0.009,0.012
0.268,0.932,12.931,120.112,12.98,120.571,0.082,0,0.082,0,1.131,10.508,28.61,-80.6,9.792,3.809,0,0,0,209.747,38.474,0.002,0,NaN,18.895,NaN,0.04,363669.101,27.461,0.125,0.548,0.569,0.248,0.181,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5,19.635,85,0,0.873,-3.005,1013.134,329.478,0.008,0.013
# Event LAUNCHROD occurred at t=0.275 seconds
0.275,1.035,13.893,124.828,13.946,125.305,0.091,0,0.091,0,1.215,10.921,28.61,-80.6,9.792,3.522,0,0,0,209.487,38.213,0.002,0,NaN,18.881,NaN,0.043,390415.218,28.437,0.143,0.548,0.567,0.248,0.181,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5,19.635,85,0,0.866,-3.005,1013.121,329.478,0.008,0.013
0.287,1.204,15.384,129.07,15.443,129.587,0.105,0,0.105,0,1.349,11.565,28.61,-80.6,9.792,3.152,0,1.669,0.001,209.087,37.814,0.002,0,23.84,18.859,0.996,0.047,431913.203,29.309,0.175,0.548,0.563,0.248,0.181,0.12,0.407,0.406,0,0,0,0,0,0,0.002,5,19.635,84.991,-0,0.857,-3.006,1013.1,329.477,0.012,0.014
0.304,1.489,17.449,118.657,17.517,119.139,0.13,0,0.13,0,1.535,10.709,28.61,-80.6,9.792,2.724,0,4.438,0.002,208.503,37.23,0.002,0,23.884,18.826,1.011,0.053,489188.266,27.097,0.223,0.549,0.56,0.248,0.181,0.12,0.349,0.353,0,0,0,0,0,0,0.002,5,19.635,84.938,-0,0.851,-3.007,1013.064,329.477,0.017,0.014
0.328,1.925,19.538,87.747,19.614,88.127,0.169,0,0.169,0,1.727,8.179,28.61,-80.6,9.792,2.37,0,8.653,-0.001,207.895,36.622,0.002,0,23.921,18.792,1.026,0.06,547190.836,20.626,0.277,0.549,0.557,0.248,0.181,0.12,0.302,0.309,0,0,0,0,0,0.001,0.003,5,19.635,84.784,0.001,0.874,-3.009,1013.01,329.475,0.024,0.014
0.349,2.36,20.898,63.385,20.981,63.692,0.207,0,0.207,0,1.857,6.254,28.61,-80.6,9.792,2.061,-0,12.68,-0.002,207.467,36.193,0.002,0,23.954,18.768,1.037,0.064,585836.711,15.553,0.317,0.549,0.556,0.248,0.181,0.121,0.261,0.269,-0,0,0,0,0,0.001,0.003,5,19.635,84.555,0.001,0.896,-3.011,1012.956,329.474,0.021,0.015
0.371,2.82,22.045,53.4,22.133,53.705,0.248,0,0.248,0,1.975,5.712,28.61,-80.6,9.792,1.706,0,16.55,0.004,207.114,35.841,0.002,0,23.992,18.749,1.049,0.067,617824.639,13.492,0.351,0.549,0.554,0.248,0.181,0.121,0.214,0.223,-0,0,0,0,0,0.002,0.003,5,19.635,84.241,0.002,0.913,-3.014,1012.898,329.473,0.021,0.015
0.394,3.345,23.157,47.749,23.252,48.087,0.296,0,0.296,0,2.101,5.696,28.61,-80.6,9.792,1.273,0,20.234,0.007,206.749,35.476,0.002,0,24.039,18.728,1.062,0.071,648924.347,12.34,0.386,0.549,0.552,0.248,0.181,0.121,0.158,0.166,0,0,0,0,0,0.002,0.003,5,19.635,83.812,0.001,0.931,-3.016,1012.833,329.471,0.023,0.015
0.422,4.014,24.398,43.981,24.502,44.401,0.357,0,0.357,0,2.261,6.094,28.61,-80.6,9.792,0.682,-0,23.447,0.021,206.345,35.072,0.002,0,24.106,18.705,1.08,0.075,683689.055,11.594,0.427,0.549,0.55,0.248,0.181,0.121,0.084,0.088,-0,0,0,0,0,0.003,0.003,5,19.635,83.193,-0.001,0.944,-3.02,1012.749,329.469,0.028,0.016
0.464,5.08,26.103,40.151,26.225,40.753,0.458,0,0.458,0,2.529,6.98,28.61,-80.6,9.792,0.233,0,-24.571,0.059,205.77,34.497,0.002,0,24.157,18.672,1.097,0.08,731513.967,10.865,0.488,0.549,0.549,0.248,0.181,0.121,0.028,0.034,0,0,0,0,0,-0.002,0.003,5,19.635,82.163,-0.006,0.947,-3.025,1012.616,329.466,0.042,0.016
0.514,6.432,27.985,37.401,28.135,38.269,0.593,0,0.593,0,2.902,8.102,28.61,-80.6,9.792,1.139,0,-18.61,-0.014,205.122,33.849,0.002,0,24.056,18.635,1.084,0.086,784550.511,10.385,0.564,0.549,0.552,0.247,0.181,0.121,0.141,0.155,0,0,0,0,0,-0.001,0.004,5,19.635,81.056,-0.011,0.914,-3.031,1012.448,329.462,0.05,0.016
0.534,6.992,28.69,35.72,28.853,36.685,0.652,0,0.652,0,3.062,8.359,28.61,-80.6,9.792,1.415,0,-13.946,0.002,204.866,33.593,0.002,0,24.026,18.62,1.081,0.088,804540.979,10.073,0.594,0.549,0.553,0.247,0.181,0.121,0.177,0.192,0,0,0,0,0,-0.001,0.004,5,19.635,80.734,-0.013,0.892,-3.034,1012.378,329.46,0.02,0.016
0.55,7.447,29.239,34.849,29.412,35.867,0.701,-0,0.701,-0,3.194,8.484,28.61,-80.6,9.792,1.527,0,-9.674,-0.005,204.666,33.393,0.002,0,24.014,18.609,1.081,0.09,819977.561,9.916,0.618,0.55,0.553,0.247,0.181,0.121,0.191,0.207,0,0,0,0,0,-0,0.004,5,19.635,80.549,-0.014,0.876,-3.036,1012.321,329.459,0.016,0.017
0.564,7.86,29.721,34.405,29.905,35.441,0.747,-0,0.747,-0,3.312,8.507,28.61,-80.6,9.792,1.492,0,-5.613,-0.001,204.498,33.225,0.002,0,24.018,18.599,1.084,0.091,833757.319,9.841,0.639,0.55,0.553,0.247,0.181,0.121,0.187,0.203,-0,0,0,0,0,-0,0.004,5,19.635,80.442,-0.015,0.899,-3.038,1012.27,329.458,0.014,0.017
0.577,8.273,30.192,34.118,30.386,35.153,0.794,-0,0.794,-0.001,3.429,8.467,28.61,-80.6,9.792,1.404,0,-1.662,0.004,204.332,33.059,0.002,0,24.028,18.589,1.088,0.093,847226.861,9.795,0.659,0.55,0.553,0.247,0.181,0.121,0.175,0.191,-0,0,0,0,0,-0,0.004,5,19.635,80.392,-0.015,0.924,-3.04,1012.218,329.457,0.014,0.017
0.592,8.705,30.672,33.843,30.877,34.855,0.843,-0,0.843,-0.001,3.548,8.341,28.61,-80.6,9.792,1.263,0,2.22,0.009,204.162,32.888,0.002,0,24.044,18.579,1.093,0.094,860983.502,9.748,0.68,0.55,0.552,0.247,0.181,0.121,0.157,0.172,-0,0,0,0,0,0,0.004,5,19.635,80.397,-0.015,0.949,-3.042,1012.164,329.455,0.014,0.017
0.607,9.177,31.185,33.563,31.401,34.537,0.898,-0,0.898,-0.001,3.674,8.144,28.61,-80.6,9.792,1.096,0,5.974,0.012,203.978,32.705,0.002,0,24.063,18.569,1.099,0.096,875562.691,9.699,0.703,0.55,0.552,0.247,0.181,0.121,0.136,0.149,0,0,0,0,0,0,0.004,5,19.635,80.46,-0.014,0.956,-3.045,1012.106,329.454,0.015,0.018
0.624,9.711,31.75,33.266,31.978,34.182,0.962,-0,0.962,-0.001,3.809,7.861,28.61,-80.6,9.792,0.902,0,9.723,0.005,203.774,32.501,0.002,0,24.084,18.557,1.106,0.097,891523.126,9.646,0.728,0.55,0.551,0.247,0.181,0.121,0.111,0.123,0,0,0,0,0,0,0.004,5,19.635,80.595,-0.013,0.938,-3.047,1012.039,329.452,0.017,0.018
0.644,10.346,32.402,32.942,32.644,33.767,1.039,-0,1.039,-0.002,3.96,7.42,28.61,-80.6,9.792,0.618,-0,13.173,-0.018,203.536,32.263,0.002,0,24.117,18.543,1.115,0.099,909922.679,9.585,0.757,0.55,0.551,0.247,0.181,0.121,0.076,0.084,-0,0,0,0,0,0,0.004,5,19.635,80.824,-0.012,0.917,-3.05,1011.96,329.45,0.02,0.018
0.671,11.258,33.306,32.534,33.564,33.207,1.151,-0,1.151,-0.002,4.155,6.655,28.61,-80.6,9.792,0.144,0,15.674,-0.073,203.203,31.929,0.002,0,24.171,18.523,1.13,0.102,935389.289,9.506,0.8,0.55,0.55,0.247,0.181,0.121,0.018,0.019,-0,0,0,0,0,0.001,0.004,5,19.635,81.232,-0.01,0.9,-3.055,1011.846,329.448,0.028,0.019
0.713,12.672,34.637,31.913,34.916,32.375,1.33,-0,1.33,-0.003,4.404,5.452,28.61,-80.6,9.792,0.55,0,-13.193,-0.022,202.703,31.429,0.002,0,24.126,18.494,1.126,0.106,972860.622,9.391,0.866,0.55,0.551,0.247,0.181,0.121,0.068,0.076,0,0,0,0,0,-0,0.004,5,19.635,81.861,-0.008,0.907,-3.062,1011.67,329.444,0.042,0.019
0.738,13.561,35.434,31.388,35.722,31.748,1.443,-0,1.443,-0.003,4.532,4.763,28.61,-80.6,9.792,0.915,-0,-7.834,0.013,202.408,31.134,0.002,0,24.085,18.476,1.122,0.109,995370.029,9.297,0.908,0.55,0.552,0.247,0.181,0.122,0.113,0.127,0,0,0,0,0,-0,0.005,5,19.635,82.132,-0.007,0.947,-3.066,1011.559,329.441,0.025,0.019
0.754,14.102,35.908,31.198,36.201,31.525,1.512,-0,1.512,-0.003,4.602,4.529,28.61,-80.6,9.792,1.023,0,-3.435,-0.02,202.233,30.959,0.002,0,24.073,18.466,1.121,0.11,1008678.523,9.271,0.934,0.55,0.552,0.247,0.181,0.122,0.127,0.142,0,0,0,0,0,-0,0.005,5,19.635,82.218,-0.007,0.961,-3.069,1011.491,329.439,0.015,0.02
0.767,14.581,36.319,31.04,36.617,31.362,1.574,-0,1.574,-0.003,4.661,4.483,28.61,-80.6,9.792,1.009,0,0.611,-0.018,202.08,30.806,0.002,0,24.075,18.457,1.124,0.112,1020104.294,9.253,0.955,0.55,0.552,0.247,0.181,0.122,0.125,0.141,-0,0,0,0,0,0,0.005,5,19.635,82.236,-0.006,0.944,-3.071,1011.432,329.438,0.013,0.02
0.78,15.058,36.724,30.879,37.026,31.209,1.635,-0,1.635,-0.003,4.72,4.533,28.61,-80.6,9.792,0.944,-0,4.548,0.001,201.929,30.655,0.002,0,24.083,18.448,1.127,0.113,1031333.929,9.237,0.976,0.55,0.552,0.247,0.181,0.122,0.117,0.132,0,0,0,0,0,0,0.005,5,19.635,82.202,-0.005,0.927,-3.073,1011.372,329.437,0.013,0.02
0.794,15.563,37.144,30.7,37.451,31.054,1.7,-0,1.7,-0.004,4.783,4.682,28.61,-80.6,9.792,0.826,-0,8.36,-0.017,201.771,30.498,0.002,0,24.096,18.439,1.131,0.114,1043011.497,9.22,0.998,0.55,0.552,0.247,0.181,0.122,0.102,0.115,-0,0,0,0,0,0,0.005,5,19.635,82.113,-0.004,0.91,-3.076,1011.309,329.435,0.014,0.021
0.809,16.132,37.609,30.491,37.921,30.886,1.773,-0,1.773,-0.004,4.856,4.922,28.61,-80.6,9.792,0.67,-0,11.972,-0.026,201.596,30.322,0.002,0,24.114,18.428,1.137,0.115,1055996.603,9.202,1.022,0.551,0.551,0.247,0.181,0.122,0.082,0.093,0,0,0,0,0,0,0.005,5,19.635,81.957,-0.003,0.907,-3.078,1011.238,329.433,0.015,0.021
0.827,16.824,38.163,30.228,38.482,30.69,1.863,-0,1.863,-0.004,4.949,5.304,28.61,-80.6,9.792,0.448,-0,15.362,-0.028,201.385,30.112,0.002,0,24.139,18.416,1.145,0.117,1071575.384,9.181,1.052,0.551,0.551,0.247,0.181,0.122,0.055,0.062,-0,0,0,0,0,0,0.005,5,19.635,81.704,-0.001,0.919,-3.082,1011.152,329.431,0.018,0.022
0.854,17.848,38.958,29.826,39.29,30.423,1.996,-0,1.996,-0.004,5.099,5.999,28.61,-80.6,9.792,0.069,-0,17.623,-0.075,201.079,29.805,0.002,0,24.183,18.397,1.157,0.12,1093988.441,9.153,1.096,0.551,0.551,0.247,0.182,0.122,0.008,0.009,-0,0,0,0,0,0.001,0.005,5,19.635,81.257,-0.002,0.936,-3.087,1011.024,329.428,0.027,0.022
0.893,19.422,40.129,29.203,40.485,30.03,2.204,-0,2.204,-0.004,5.359,7.002,28.61,-80.6,9.792,0.434,-0,-14.366,-0.006,200.623,29.35,0.002,0,24.142,18.37,1.154,0.123,1127126.974,9.112,1.164,0.551,0.551,0.247,0.182,0.122,0.053,0.062,0,0,0,0,0,-0,0.005,5,19.635,80.592,-0.009,0.956,-3.094,1010.828,329.424,0.04,0.022
0.916,20.336,40.782,28.794,41.154,29.743,2.327,-0,2.327,-0.004,5.523,7.453,28.61,-80.6,9.792,0.646,-0,-9.586,-0.024,200.368,29.095,0.002,0,24.119,18.354,1.153,0.125,1145650.965,9.077,1.204,0.551,0.552,0.247,0.182,0.122,0.08,0.092,-0,0,0,0,0,-0,0.005,5,19.635,80.318,-0.015,0.958,-3.099,1010.714,329.421,0.023,0.023
0.932,20.976,41.228,28.559,41.612,29.552,2.414,-0,2.414,-0.004,5.641,7.597,28.61,-80.6,9.792,0.704,0,-5.266,-0.034,200.192,28.919,0.002,0,24.112,18.344,1.154,0.127,1158327.569,9.056,1.231,0.551,0.552,0.247,0.182,0.122,0.087,0.1,0,0,0,0,0,-0,0.005,5,19.635,80.202,-0.019,0.958,-3.102,1010.634,329.419,0.016,0.023
0.946,21.56,41.629,28.382,42.024,29.383,2.494,-0,2.494,-0.004,5.748,7.603,28.61,-80.6,9.792,0.693,0,-1.219,-0.035,200.033,28.76,0.002,0,24.114,18.334,1.156,0.128,1169709.567,9.04,1.256,0.551,0.552,0.247,0.182,0.122,0.085,0.099,-0,0,0,0,0,-0,0.005,5,19.635,80.157,-0.021,0.957,-3.105,1010.561,329.417,0.014,0.024
0.96,22.142,42.023,28.236,42.429,29.209,2.575,-0,2.575,-0.004,5.853,7.477,28.61,-80.6,9.792,0.616,0,2.607,-0.011,199.876,28.603,0.002,0,24.123,18.325,1.16,0.129,1180935.18,9.025,1.28,0.551,0.552,0.247,0.182,0.122,0.076,0.088,-0,0,0,0,0,0,0.005,5,19.635,80.167,-0.022,0.966,-3.108,1010.489,329.416,0.014,0.024
0.975,22.789,42.454,28.101,42.871,29.012,2.666,-0,2.666,-0.005,5.966,7.214,28.61,-80.6,9.792,0.473,-0,6.174,-0.016,199.703,28.43,0.002,0,24.139,18.314,1.165,0.131,1193227.109,9.009,1.306,0.551,0.552,0.247,0.182,0.122,0.058,0.067,0,0,0,0,0,0,0.006,5,19.635,80.236,-0.021,0.98,-3.111,1010.408,329.414,0.015,0.024
0.995,23.629,43.004,27.956,43.435,28.757,2.784,-0,2.784,-0.005,6.103,6.741,28.61,-80.6,9.792,0.235,-0,9.206,-0.036,199.482,28.208,0.002,0,24.167,18.301,1.173,0.132,1208889.016,8.99,1.34,0.551,0.551,0.247,0.182,0.122,0.029,0.034,-0,0,0,0,0,0,0.006,5,19.635,80.392,-0.018,0.998,-3.115,1010.303,329.411,0.02,0.025
1.024,24.91,43.824,27.751,44.273,28.382,2.967,-0,2.967,-0.005,6.289,5.953,28.61,-80.6,9.792,0.132,0,-9.626,-0.079,199.149,27.876,0.002,0,24.179,18.28,1.18,0.135,1232082.538,8.963,1.393,0.551,0.551,0.247,0.182,0.122,0.016,0.019,0,0,0,0,0,-0,0.006,5,19.635,80.685,-0.009,1.012,-3.121,1010.143,329.407,0.029,0.025
1.068,26.875,45.039,27.358,45.51,27.844,3.251,-0,3.251,-0.005,6.529,5.177,28.61,-80.6,9.792,0.45,-0,-2.231,-0.08,198.65,27.377,0.002,0,24.144,18.25,1.179,0.139,1266271.154,8.923,1.472,0.552,0.552,0.247,0.182,0.122,0.055,0.065,0,0,0,0,0,-0,0.006,5,19.635,80.977,0.009,1.028,-3.131,1009.898,329.402,0.044,0.026
1.084,27.601,45.475,27.109,45.952,27.561,3.356,-0,3.356,-0.005,6.609,4.972,28.61,-80.6,9.792,0.517,0,1.846,-0.052,198.474,27.2,0.002,0,24.137,18.239,1.18,0.14,1278483.916,8.89,1.502,0.552,0.552,0.247,0.182,0.123,0.063,0.075,0,0,0,0,0,0,0.006,5,19.635,80.98,0.015,1.032,-3.134,1009.808,329.4,0.016,0.026
